⚽️央视IPV6,#genre#
CCTV-14,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/14/index.m3u8
CCTV-15,http://84a6b2ef5c657f63-web.olt.sczhgx.com:8999/hls/15/index.m3u8
CCTV-1,http://58.19.38.162:9901/tsfile/live/1000_1.m3u8
CCTV-2,http://58.19.38.162:9901/tsfile/live/1001_1.m3u8
CCTV-3,http://58.19.38.162:9901/tsfile/live/1002_1.m3u8
CCTV-4,http://58.19.38.162:9901/tsfile/live/1003_1.m3u8
CCTV-5,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8
CCTV-5+,http://58.19.38.162:9901/tsfile/live/1014_1.m3u8
CCTV-6,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8
CCTV-7,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8
CCTV-8,http://58.19.38.162:9901/tsfile/live/1007_1.m3u8
CCTV-9,http://58.19.38.162:9901/tsfile/live/1008_1.m3u8
CCTV-10,http://58.19.38.162:9901/tsfile/live/1009_1.m3u8
CCTV-11,http://58.19.38.162:9901/tsfile/live/1010_1.m3u8
CCTV-12,http://58.19.38.162:9901/tsfile/live/1011_1.m3u8
CCTV-13,http://58.19.38.162:9901/tsfile/live/1012_1.m3u8
CCTV-14,http://58.19.38.162:9901/tsfile/live/1013_1.m3u8
CCTV-15,http://58.19.38.162:9901/tsfile/live/0015_1.m3u8
CCTV-1,http://58.51.111.46:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://58.51.111.46:1111/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://113.57.93.165:9900/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://58.48.37.158:1111/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://58.51.111.46:1111/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://113.57.93.165:9900/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://58.51.111.46:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://113.57.93.165:9900/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://58.51.111.46:1111/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://113.57.93.165:9900/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://58.51.111.46:1111/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://58.51.111.46:1111/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://113.57.93.165:9900/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://58.48.37.158:1111/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://58.51.111.46:1111/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://58.48.37.158:1111/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://58.51.111.46:1111/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://113.57.93.165:9900/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://58.51.111.46:1111/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://58.51.111.46:1111/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://58.48.37.158:1111/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://58.51.111.46:1111/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://58.51.111.46:1111/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://58.48.37.158:1111/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://113.57.93.165:9900/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://58.51.111.46:1111/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://58.48.37.158:1111/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://113.57.93.165:9900/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://58.51.111.46:1111/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://58.48.37.158:1111/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://113.57.93.165:9900/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://58.51.111.46:1111/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://58.48.37.158:1111/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://58.51.111.46:1111/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-17,http://58.48.37.158:1111/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://120.76.248.139/live/bfgd/4200000484.m3u8
CCTV-1,http://120.76.248.139/live/bfgd/4200000488.m3u8
CCTV-1,http://120.76.248.139/live/bfgd/4200000489.m3u8
CCTV-1,http://120.76.248.139/live/bfgd/4200000201.m3u8
CCTV-2,http://120.76.248.139/live/bfgd/4200000061.m3u8
CCTV-3,http://120.76.248.139/live/bfgd/4200000062.m3u8
CCTV-4,http://120.76.248.139/live/bfgd/4200000063.m3u8
CCTV-5,http://120.76.248.139/live/bfgd/4200000064.m3u8
CCTV-5+,http://120.76.248.139/live/bfgd/4200000246.m3u8
CCTV-6,http://120.76.248.139/live/bfgd/4200000065.m3u8
CCTV-7,http://120.76.248.139/live/bfgd/4200000127.m3u8
CCTV-8,http://120.76.248.139/live/bfgd/4200000066.m3u8
CCTV-9,http://120.76.248.139/live/bfgd/4200000128.m3u8
CCTV-10,http://120.76.248.139/live/bfgd/4200000129.m3u8
CCTV-11,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV-12,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV-13,http://120.76.248.139/live/bfgd/4200000067.m3u8
CCTV-14,http://120.76.248.139/live/bfgd/4200000132.m3u8
CCTV-15,http://120.76.248.139/live/bfgd/4200000133.m3u8
CCTV-17,http://120.76.248.139/live/bfgd/4200000204.m3u8
CCTV-1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV-2,http://61.138.128.226:19901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV-3,http://61.138.128.226:19901/tsfile/live/0003_1.m3u8?key=txiptv
CCTV-4,http://61.138.128.226:19901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV-5,http://61.138.128.226:19901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV-6,http://61.138.128.226:19901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV-7,http://61.138.128.226:19901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV-9,http://61.138.128.226:19901/tsfile/live/0009_2.m3u8?key=txiptv
CCTV-10,http://61.138.128.226:19901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV-11,http://61.138.128.226:19901/tsfile/live/0011_2.m3u8?key=txiptv
CCTV-12,http://61.138.128.226:19901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV-13,http://61.138.128.226:19901/tsfile/live/0013_2.m3u8?key=txiptv
CCTV-14,http://61.138.128.226:19901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV-15,http://61.138.128.226:19901/tsfile/live/0019_1.m3u8?key=txiptv
CCTV-12,http://111.14.181.15:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://111.14.181.15:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://111.14.181.15:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://110.80.17.38:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV-4,http://110.80.17.38:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV-5,http://110.80.17.38:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV-8,http://110.80.17.38:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV-9,http://110.80.17.38:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV-10,http://110.80.17.38:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV-12,http://110.80.17.38:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV-13,http://110.80.17.38:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV-17,http://110.80.17.38:9901/tsfile/live/0007_1.m3u8?key=txiptv
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8
CGTN阿拉伯语,https://arabic-livews.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8
CCTV1,http://www.yao87.com:4022/udp/239.76.253.151:9000
CETV-1,http://yuntv.chinayungu.cn:8005/live/cetv1sd5hxc/index.m3u8
CCTV-2,http://yuntv.chinayungu.cn:8005/live/cctv2sd5hxc/index.m3u8
CCTV-3,http://yuntv.chinayungu.cn:8005/live/cctv3sd5hxc/index.m3u8
CCTV-4,http://yuntv.chinayungu.cn:8005/live/cctv4sd5hxc/index.m3u8
CCTV-5,http://yuntv.chinayungu.cn:8005/live/cctv5sd5hxc/index.m3u8
CCTV-6,http://yuntv.chinayungu.cn:8005/live/cctv6sd5hxc/index.m3u8
CCTV-7,http://yuntv.chinayungu.cn:8005/live/cctv7sd5hxc/index.m3u8
CCTV-8,http://yuntv.chinayungu.cn:8005/live/cctv8sd5hxc/index.m3u8
CCTV-9,http://yuntv.chinayungu.cn:8005/live/cctv9sd5hxc/index.m3u8
CCTV-10,http://yuntv.chinayungu.cn:8005/live/cctv10sd5hxc/index.m3u8
CCTV-11,http://yuntv.chinayungu.cn:8005/live/cctv11sd5hxc/index.m3u8
CCTV-12,http://yuntv.chinayungu.cn:8005/live/cctv12sd5hxc/index.m3u8
CCTV-13,http://yuntv.chinayungu.cn:8005/live/cctv13hd5hxc/index.m3u8
CCTV-13,http://yuntv.chinayungu.cn:8005/live/cctv13sd5hxc/index.m3u8
CCTV-1,http://www.weec.top:2222/udp/239.3.1.129:8008
CCTV-2,http://www.weec.top:2222/udp/239.3.1.60:8084
CCTV-3,http://www.weec.top:2222/udp/239.3.1.172:8001
CCTV-4,http://www.weec.top:2222/udp/239.3.1.105:8092
CCTV-5,http://www.weec.top:2222/udp/239.3.1.173:8001
CCTV-5+,http://www.weec.top:2222/udp/239.3.1.130:8004
CCTV-6,http://www.weec.top:2222/udp/239.3.1.174:8001
CCTV-7,http://www.weec.top:2222/udp/239.3.1.61:8104
CCTV-8,http://www.weec.top:2222/udp/239.3.1.175:8001
CCTV-9,http://www.weec.top:2222/udp/239.3.1.62:8112
CCTV-10,http://www.weec.top:2222/udp/239.3.1.63:8116
CCTV-11,http://www.weec.top:2222/udp/239.3.1.152:8120
CCTV-12,http://www.weec.top:2222/udp/239.3.1.64:8124
CCTV-13,http://www.weec.top:2222/udp/239.3.1.124:8128
CCTV-14,http://www.weec.top:2222/udp/239.3.1.65:8132
CCTV-15,http://www.weec.top:2222/udp/239.3.1.153:8136
CCTV-16,http://www.weec.top:2222/udp/239.3.1.184:8001
CCTV-17,http://www.weec.top:2222/udp/239.3.1.151:8144
CCTV4欧洲,http://www.weec.top:2222/udp/239.3.1.213:4220
CCTV4美洲,http://www.weec.top:2222/udp/239.3.1.214:4220
CGTN,http://www.weec.top:2222/udp/239.3.1.215:4220
CGTN纪录频道,http://www.weec.top:2222/udp/239.3.1.216:4220
CGTN西班牙语,http://www.weec.top:2222/udp/239.3.1.217:4220
CGTN法语,http://www.weec.top:2222/udp/239.3.1.218:4220
CGTN阿拉伯语,http://www.weec.top:2222/udp/239.3.1.219:4220
CGTN俄语,http://www.weec.top:2222/udp/239.3.1.220:4220
CETV1,http://www.weec.top:2222/udp/239.3.1.57:8152
CETV2,http://www.weec.top:2222/udp/239.3.1.54:4120
CETV3,http://www.weec.top:2222/udp/239.3.1.55:4120
CETV4,http://www.weec.top:2222/udp/239.3.1.56:4120
CCTV-1,http://58.19.38.162:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://58.19.38.162:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://58.19.38.162:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://58.19.38.162:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://58.19.38.162:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://58.19.38.162:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://58.19.38.162:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://58.19.38.162:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://58.19.38.162:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://58.19.38.162:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8
CCTV-2,http://218.3.138.25:1111/tsfile/live/1001_1.m3u8
CCTV-3,http://218.3.138.25:1111/tsfile/live/1002_1.m3u8
CCTV-5,http://218.3.138.25:1111/tsfile/live/1004_1.m3u8
CCTV-6,http://218.3.138.25:1111/tsfile/live/1005_1.m3u8
CCTV-8,http://218.3.138.25:1111/tsfile/live/1007_1.m3u8
CCTV-13,http://218.3.138.25:1111/tsfile/live/1012_1.m3u8
CCTV-1,http://117.27.190.42:9998/tsfile/live/23232_1.m3u8
CCTV-2,http://117.27.190.42:9998/tsfile/live/23233_1.m3u8
CCTV-3,http://117.27.190.42:9998/tsfile/live/23234_1.m3u8
CCTV-4,http://117.27.190.42:9998/tsfile/live/23235_1.m3u8
CCTV-5,http://117.27.190.42:9998/tsfile/live/23236_1.m3u8
CCTV-6,http://117.27.190.42:9998/tsfile/live/23237_1.m3u8
CCTV-7,http://117.27.190.42:9998/tsfile/live/23238_1.m3u8
CCTV-9,http://117.27.190.42:9998/tsfile/live/23240_1.m3u8
CCTV-10,http://117.27.190.42:9998/tsfile/live/23241_1.m3u8
CCTV-11,http://117.27.190.42:9998/tsfile/live/23242_1.m3u8
CCTV-12,http://117.27.190.42:9998/tsfile/live/23243_1.m3u8
CCTV-13,http://117.27.190.42:9998/tsfile/live/23244_1.m3u8
CCTV-14,http://117.27.190.42:9998/tsfile/live/23245_1.m3u8
CCTV-15,http://117.27.190.42:9998/tsfile/live/23246_1.m3u8
CCTV-17,http://117.27.190.42:9998/tsfile/live/23247_1.m3u8
CCTV-5+,http://117.27.190.42:9998/tsfile/live/23248_1.m3u8
CCTV-1,http://36.32.174.67:60080/newlive/live/hls/1/live.m3u8
CCTV-2,http://36.32.174.67:60080/newlive/live/hls/2/live.m3u8
CCTV-3,http://36.32.174.67:60080/newlive/live/hls/3/live.m3u8
CCTV-4,http://36.32.174.67:60080/newlive/live/hls/4/live.m3u8
CGTN,http://36.32.174.67:60080/newlive/live/hls/5/live.m3u8
CCTV-6,http://36.32.174.67:60080/newlive/live/hls/6/live.m3u8
CCTV-7,http://36.32.174.67:60080/newlive/live/hls/8/live.m3u8
CCTV-8,http://36.32.174.67:60080/newlive/live/hls/11/live.m3u8
CCTV-9,http://36.32.174.67:60080/newlive/live/hls/12/live.m3u8
CCTV-10,http://36.32.174.67:60080/newlive/live/hls/13/live.m3u8
CCTV-11,http://36.32.174.67:60080/newlive/live/hls/14/live.m3u8
CCTV-12,http://36.32.174.67:60080/newlive/live/hls/15/live.m3u8
CCTV-13,http://36.32.174.67:60080/newlive/live/hls/16/live.m3u8
CCTV-15,http://36.32.174.67:60080/newlive/live/hls/18/live.m3u8
CCTV-1,http://dassby.qqff.top:99/live/cctv1高清/index.m3u8
CCTV-3,http://dassby.qqff.top:99/live/cctv3/index.m3u8
CCTV-4,http://dassby.qqff.top:99/live/cctv4欧洲/index.m3u8
CCTV-5,http://dassby.qqff.top:99/live/CCTV5高清/index.m3u8
CCTV-6,http://dassby.qqff.top:99/live/CCTV6高清/index.m3u8
CCTV-8,http://dassby.qqff.top:99/live/CCTV8高清/index.m3u8
CCTV-4,http://dassby.qqff.top:99/live/CCTV4高清/index.m3u8
CCTV-5+,http://dassby.qqff.top:99/live/CCTV5p/index.m3u8
CCTV-7,http://dassby.qqff.top:99/live/CCTV7高清/index.m3u8
CCTV-10,http://dassby.qqff.top:99/live/CCTV10高清/index.m3u8
CCTV-12,http://dassby.qqff.top:99/live/CCTV12高清/index.m3u8
CCTV-14,http://dassby.qqff.top:99/live/CCTV14高清/index.m3u8
CCTV-15,http://dassby.qqff.top:99/live/CCTV15/index.m3u8
CCTV-11,http://dassby.qqff.top:99/live/CCTV11/index.m3u8
中国天气,http://dassby.qqff.top:99/live/中国天气/index.m3u8
CCTV-2,http://1.195.111.251:11190/tsfile/live/0002_1.m3u8
CCTV-4,http://1.195.111.251:11190/tsfile/live/0004_1.m3u8
CCTV-5,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8
CCTV-6,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8
CCTV-13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV-1,http://221.12.3.18:8980/live/cctv1/index.m3u8
CCTV-2,http://221.12.3.18:8980/live/cctv2/index.m3u8
CCTV-3,http://221.12.3.18:8980/live/cctv3/index.m3u8
CCTV-4,http://221.12.3.18:8980/live/cctv4/index.m3u8
CCTV-5,http://221.12.3.18:8980/live/cctv5/index.m3u8
CCTV-6,http://221.12.3.18:8980/live/cctv6/index.m3u8
CCTV-7,http://221.12.3.18:8980/live/cctv7/index.m3u8
CCTV-8,http://221.12.3.18:8980/live/cctv8/index.m3u8
CCTV-9,http://221.12.3.18:8980/live/cctv9/index.m3u8
CCTV-10,http://221.12.3.18:8980/live/cctv10/index.m3u8
CCTV-11,http://221.12.3.18:8980/live/cctv11/index.m3u8
CCTV-12,http://221.12.3.18:8980/live/cctv12/index.m3u8
CCTV-14,http://221.12.3.18:8980/live/cctv14/index.m3u8
CCTV-15,http://221.12.3.18:8980/live/cctv15/index.m3u8
CCTV-10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8?%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E6%99%B4%E5%9B%AD%E3%80%91%E6%95%B4%E7%90%86%E5%88%86%E4%BA%AB
CCTV-6,http://mtw.so/62HqWM
CCTV-13,http://1.24.190.98:10080/hls/13/index.m3u8
CCTV-1,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8
CCTV-2,http://124.116.183.146:9901/tsfile/live/0002_1.m3u8
CCTV-3,http://124.116.183.146:9901/tsfile/live/0003_1.m3u8
CCTV-4,http://124.116.183.146:9901/tsfile/live/0004_1.m3u8
CCTV-5,http://124.116.183.146:9901/tsfile/live/0005_1.m3u8
CCTV-6,http://124.116.183.146:9901/tsfile/live/0006_1.m3u8
CCTV-7,http://124.116.183.146:9901/tsfile/live/0007_1.m3u8
CCTV-8,http://124.116.183.146:9901/tsfile/live/0008_1.m3u8
CCTV-13,http://124.116.183.146:9901/tsfile/live/0013_1.m3u8
CCTV-14,http://124.116.183.146:9901/tsfile/live/0014_1.m3u8
CCTV-15,http://124.116.183.146:9901/tsfile/live/0015_1.m3u8
CCTV-11,http://36.32.174.67:60080/newlive/live/hls/14/live.m3u8

CCTV-兵器科技,http://www.lizhinas.top:8688/rtp/239.252.219.98:5140
CCTV-兵器科技,http://mryx.fun:1025/udp/239.11.0.57:1025
CCTV-第一剧场,http://www.lizhinas.top:8688/rtp/239.252.219.86:5140
CCTV-第一剧场,http://113.195.4.134:9901/tsfile/live/1028_1.m3u8?key=txiptv
CCTV-第一剧场,http://113.195.4.227:9901/tsfile/live/1028_1.m3u8?key=txiptv
CCTV-第一剧场,http://mryx.fun:1025/udp/239.11.0.67:1025
CCTV-风云剧场,http://www.lizhinas.top:8688/rtp/239.252.219.89:5140
CCTV-风云剧场,http://113.195.4.134:9901/tsfile/live/1085_1.m3u8?key=txiptv
CCTV-风云剧场,http://113.195.4.134:9901/tsfile/live/1037_1.m3u8?key=txiptv
CCTV-风云剧场,http://113.195.4.227:9901/tsfile/live/1085_1.m3u8?key=txiptv
CCTV-风云剧场,http://113.195.4.227:9901/tsfile/live/1037_1.m3u8?key=txiptv
CCTV-风云剧场,http://mryx.fun:1025/udp/239.11.0.65:1025
CCTV-怀旧剧场,http://www.lizhinas.top:8688/rtp/239.252.219.90:5140
CCTV-怀旧剧场,http://mryx.fun:1025/udp/239.11.0.64:1025
CCTV-风云音乐,http://www.lizhinas.top:8688/rtp/239.252.219.87:5140
CCTV-风云音乐,http://www.qhjx.top:18000/udp/238.255.2.24:5999
CCTV-风云足球,http://www.lizhinas.top:8688/rtp/239.252.219.96:5140
CCTV-风云足球,http://113.195.4.134:9901/tsfile/live/1049_1.m3u8?key=txiptv
CCTV-风云足球,http://113.195.4.227:9901/tsfile/live/1049_1.m3u8?key=txiptv
CCTV-风云足球,http://111.61.236.247:9081/hls/58/index.m3u8
CCTV-央视台球,http://www.lizhinas.top:8688/rtp/239.252.219.80:5140
CCTV-央视台球,http://42.48.17.204:808/hls/108/index.m3u8
CCTV-高尔夫网球,http://www.lizhinas.top:8688/rtp/239.252.219.95:5140
CCTV-世界地理,http://www.lizhinas.top:8688/rtp/239.252.219.93:5140
CCTV-世界地理,http://111.61.236.247:9081/hls/62/index.m3u8
CCTV-世界地理,http://mryx.fun:1025/udp/239.11.0.63:1025
CCTV-世界地理,http://42.48.17.204:808/hls/109/index.m3u8
CCTV-文化精品,http://www.lizhinas.top:8688/rtp/239.252.219.81:5140
CCTV-文化精品,http://mryx.fun:1025/udp/239.11.0.66:1025
CCTV-文化精品,http://42.48.17.204:808/hls/107/index.m3u8
CCTV-女性时尚,http://www.lizhinas.top:8688/rtp/239.252.219.94:5140
CCTV-女性时尚,http://113.195.4.134:9901/tsfile/live/1054_1.m3u8?key=txiptv
CCTV-女性时尚,http://113.195.4.227:9901/tsfile/live/1054_1.m3u8?key=txiptv
CCTV-电视指南,http://www.lizhinas.top:8688/rtp/239.252.219.97:5140


⚽️卫视IPV4,#genre#
ipv4线路,https://sns-video-bd.xhscdn.com/stream/110/258/01e6f387f1a4c5d60103700192274c335f_258.mp4
是真卡啊,https://sns-video-bd.xhscdn.com/stream/110/258/01e6f387f1a4c5d60103700192274c335f_258.mp4
湖北卫视,http://58.19.38.162:9901/tsfile/live/1015_1.m3u8
湖南卫视,http://58.19.38.162:9901/tsfile/live/1016_1.m3u8
北京卫视,http://58.19.38.162:9901/tsfile/live/1017_1.m3u8
东方卫视,http://58.19.38.162:9901/tsfile/live/1018_1.m3u8
江苏卫视,http://58.19.38.162:9901/tsfile/live/1019_1.m3u8
浙江卫视,http://58.19.38.162:9901/tsfile/live/1020_1.m3u8
安徽卫视,http://58.19.38.162:9901/tsfile/live/1021_1.m3u8
广东卫视,http://58.19.38.162:9901/tsfile/live/1022_1.m3u8
深圳卫视,http://58.19.38.162:9901/tsfile/live/1023_1.m3u8
天津卫视,http://58.19.38.162:9901/tsfile/live/1024_1.m3u8
山东卫视,http://58.19.38.162:9901/tsfile/live/1025_1.m3u8
海南卫视,http://58.19.38.162:9901/tsfile/live/1026_1.m3u8
辽宁卫视,http://58.19.38.162:9901/tsfile/live/1027_1.m3u8
东南卫视,http://58.19.38.162:9901/tsfile/live/1028_1.m3u8
江西卫视,http://58.19.38.162:9901/tsfile/live/1029_1.m3u8
贵州卫视,http://58.19.38.162:9901/tsfile/live/1030_1.m3u8
金鹰卡通,http://58.19.38.162:9901/tsfile/live/1031_1.m3u8
金鹰纪实,http://58.19.38.162:9901/tsfile/live/1032_1.m3u8
快乐垂钓,http://58.19.38.162:9901/tsfile/live/1033_1.m3u8

河北卫视,http://117.114.153.26:8180/TV00000000000000000013@HHZT
甘肃卫视,http://117.114.153.26:8180/TV00000000000000000014@HHZT
宁夏卫视,http://117.114.153.26:8180/TV00000000000000000018@HHZT
广东卫视,http://117.114.153.26:8180/TV00000000000000000027@HHZT
山西卫视,http://117.114.153.26:8180/TV00000000000000000030@HHZT
新疆卫视,http://117.114.153.26:8180/TV00000000000000000031@HHZT
四川卫视,http://117.114.153.26:8180/TV00000000000000000033@HHZT
青海卫视,http://117.114.153.26:8180/TV00000000000000000034@HHZT
广西卫视,http://117.114.153.26:8180/TV00000000000000000037@HHZT
陕西卫视,http://117.114.153.26:8180/TV00000000000000000038@HHZT
吉林卫视,http://117.114.153.26:8180/TV00000000000000000039@HHZT
贵州卫视,http://117.114.153.26:8180/TV00000000000000000040@HHZT
三沙卫视,http://117.114.153.26:8180/TV00000000000000000041@HHZT
江苏卫视,http://117.114.153.26:8180/TV00000000000000000043@HHZT
厦门卫视,http://117.114.153.26:8180/TV00000000000000000044@HHZT
黑龙江卫视,http://117.114.153.26:8180/TV00000000000000000083@HHZT
黑龙江卫视,http://117.114.153.26:8180/TV00000000000000000084@HHZT
湖北卫视,http://117.114.153.26:8180/TV00000000000000000086@HHZT
安徽卫视,http://117.114.153.26:8180/TV00000000000000000087@HHZT
江苏卫视,http://117.114.153.26:8180/TV00000000000000000089@HHZT
北京卫视,http://117.114.153.26:8180/TV00000000000000000090@HHZT
深圳卫视,http://117.114.153.26:8180/TV00000000000000000101@HHZT
浙江卫视,http://117.114.153.26:8180/TV00000000000000000102@HHZT
辽宁卫视,http://117.114.153.26:8180/TV00000000000000000119@HHZT
重庆卫视,http://117.114.153.26:8180/TV00000000000000000120@HHZT
东方卫视,http://117.114.153.26:8180/TV00000000000000000138@HHZT
东南卫视,http://117.114.153.26:8180/TV00000000000000000156@HHZT
浙江卫视,http://117.114.153.26:8180/TV00000000000000000197@HHZT
深圳卫视,http://117.114.153.26:8180/TV00000000000000000198@HHZT
BTV科教,http://117.114.153.26:8180/TV00000000000000000020@HHZT
BTV影视,http://117.114.153.26:8180/TV00000000000000000022@HHZT
BTV生活,http://117.114.153.26:8180/TV00000000000000000023@HHZT
BTV新闻,http://117.114.153.26:8180/TV00000000000000000025@HHZT
BTV财经,http://117.114.153.26:8180/TV00000000000000000095@HHZT
BTV文艺,http://117.114.153.26:8180/TV00000000000000000100@HHZT
BTV体育,http://117.114.153.26:8180/TV00000000000000000146@HHZT
BTV体育,http://117.114.153.26:8180/TV00000000000000000196@HHZT
湖南卫视,http://117.114.153.26:8180/TV00000000000000000148@HHZT
CGTV1,http://117.114.153.26:8180/TV00000000000000000006@HHZT
重温经典,http://117.114.153.26:8180/TV00000000000000000007@HHZT
